"zcta","state","stab","ZIPName","pop20","afact2","afact"
"ZIP census tabulation area","State code","State abbr.","ZIP Code name","Total population (2020 Census)","state-to-zcta allocation factor","zcta-to-state allocation factor"
"17246","42","PA","Pleasant Hall, PA",282,0,1 
"17247","42","PA","Quincy, PA (PO boxes)",391,0,1 
"17249","42","PA","Rockhill Furnace, PA (PO boxes)",379,0,1 
"17250","42","PA","Rouzerville, PA (PO boxes)",111,0,1 
"17251","42","PA","Roxbury, PA (PO boxes)",140,0,1 
"17252","42","PA","Saint Thomas, PA",4000,0.0003,1 
"17253","42","PA","Saltillo, PA (PO boxes)",318,0,1 
"17254","42","PA","Scotland, PA (PO boxes)",416,0,1 
"17255","42","PA","Shade Gap, PA",960,0.0001,1 
"17257","42","PA","Shippensburg, PA",28673,0.0022,1 
"17260","42","PA","Shirleysburg, PA",1193,0.0001,1 
"17262","42","PA","Spring Run, PA",1029,0.0001,1 
"17263","42","PA","State Line, PA (PO boxes)",661,0.0001,1 
"17264","42","PA","Three Springs, PA",2336,0.0002,1 
"17265","42","PA","Upperstrasburg, PA",448,0,1 
"17266","42","PA","Walnut Bottom, PA",552,0,1 
"17267","42","PA","Warfordsburg, PA",2799,0.0002,1 
"17268","42","PA","Waynesboro, PA",29587,0.0023,1 
"17271","42","PA","Willow Hill, PA",552,0,1 
"17301","42","PA","Abbottstown, PA",4280,0.0003,1 
"17302","42","PA","Airville, PA",3205,0.0002,1 
"17303","42","PA","Arendtsville, PA (PO boxes)",420,0,1 
"17304","42","PA","Aspers, PA",3097,0.0002,1 
"17306","42","PA","Bendersville, PA (PO boxes)",565,0,1 
"17307","42","PA","Biglerville, PA",5368,0.0004,1 
"17309","42","PA","Brogue, PA",2065,0.0002,1 
"17311","42","PA","Codorus, PA (PO boxes)",256,0,1 
"17313","42","PA","Dallastown, PA",10755,0.0008,1 
"17314","42","PA","Delta, PA",5973,0.0005,1 
"17315","42","PA","Dover, PA",26317,0.002,1 
"17316","42","PA","East Berlin, PA",8357,0.0006,1 
"17317","42","PA","East Prospect, PA (PO boxes)",528,0,1 
"17318","42","PA","Emigsville, PA (PO boxes)",507,0,1 
"17319","42","PA","Etters, PA",10950,0.0008,1 
"17320","42","PA","Fairfield, PA",8004,0.0006,1 
"17321","42","PA","Fawn Grove, PA",2306,0.0002,1 
"17322","42","PA","Felton, PA",5978,0.0005,1 
"17323","42","PA","Franklintown, PA (PO boxes)",88,0,1 
"17324","42","PA","Gardners, PA",4232,0.0003,1 
"17325","42","PA","Gettysburg, PA",27879,0.0021,1 
"17327","42","PA","Glen Rock, PA",7753,0.0006,1 
"17329","42","PA","Glenville, PA",2665,0.0002,1 
"17331","42","PA","Hanover, PA",55458,0.0043,1 
"17339","42","PA","Lewisberry, PA",6704,0.0005,1 
"17340","42","PA","Littlestown, PA",11238,0.0009,1 
"17342","42","PA","Loganville, PA (PO boxes)",309,0,1 
"17343","42","PA","Mc Knightstown, PA (PO boxes)",209,0,1 
"17344","42","PA","Mc Sherrystown, PA",3676,0.0003,1 
"17345","42","PA","Manchester, PA",8122,0.0006,1 
"17347","42","PA","Mount Wolf, PA",6578,0.0005,1 
"17349","42","PA","New Freedom, PA",8084,0.0006,1 
"17350","42","PA","New Oxford, PA",13391,0.001,1 
"17352","42","PA","New Park, PA",1205,0.0001,1 
"17353","42","PA","Orrtanna, PA",3196,0.0002,1 
"17355","42","PA","Railroad, PA (PO boxes)",249,0,1 
"17356","42","PA","Red Lion, PA",23176,0.0018,1 
"17360","42","PA","Seven Valleys, PA",6398,0.0005,1 
"17361","42","PA","Shrewsbury, PA",5961,0.0005,1 
"17362","42","PA","Spring Grove, PA",13935,0.0011,1 
"17363","42","PA","Stewartstown, PA",9122,0.0007,1 
"17364","42","PA","Thomasville, PA",4075,0.0003,1 
"17365","42","PA","Wellsville, PA",2712,0.0002,1 
"17366","42","PA","Windsor, PA",5648,0.0004,1 
"17368","42","PA","Wrightsville, PA",7432,0.0006,1 
"17370","42","PA","York Haven, PA",6457,0.0005,1 
"17371","42","PA","York New Salem, PA (PO boxes)",262,0,1 
"17372","42","PA","York Springs, PA",4072,0.0003,1 
"17401","42","PA","York, PA",18771,0.0014,1 
"17402","42","PA","York, PA",36978,0.0028,1 
"17403","42","PA","York, PA",40344,0.0031,1 
"17404","42","PA","York, PA",37745,0.0029,1 
"17406","42","PA","York, PA",23700,0.0018,1 
"17407","42","PA","York, PA",2277,0.0002,1 
"17408","42","PA","York, PA",24187,0.0019,1 
"17501","42","PA","Akron, PA",4637,0.0004,1 
"17502","42","PA","Bainbridge, PA",2704,0.0002,1 
"17504","42","PA","Bausman, PA (PO boxes)",148,0,1 
"17505","42","PA","Bird In Hand, PA",2018,0.0002,1 
"17506","42","PA","Blue Ball, PA (PO boxes)",250,0,1 
"17507","42","PA","Bowmansville, PA (PO boxes)",78,0,1 
"17508","42","PA","Brownstown, PA (PO boxes)",1020,0.0001,1 
"17509","42","PA","Christiana, PA",5066,0.0004,1 
"17512","42","PA","Columbia, PA",18267,0.0014,1 
"17516","42","PA","Conestoga, PA",4512,0.0003,1 
"17517","42","PA","Denver, PA",16092,0.0012,1 
"17518","42","PA","Drumore, PA",1325,0.0001,1 
"17519","42","PA","East Earl, PA",7134,0.0005,1 
"17520","42","PA","East Petersburg, PA",4863,0.0004,1 
"17522","42","PA","Ephrata, PA",33848,0.0026,1 
"17527","42","PA","Gap, PA",6550,0.0005,1 
"17529","42","PA","Gordonville, PA",4472,0.0003,1 
"17532","42","PA","Holtwood, PA",3429,0.0003,1 
"17534","42","PA","Intercourse, PA (PO boxes)",116,0,1 
"17535","42","PA","Kinzers, PA",2871,0.0002,1 
"17536","42","PA","Kirkwood, PA",2841,0.0002,1 
"17538","42","PA","Landisville, PA",7064,0.0005,1 
"17540","42","PA","Leola, PA",10821,0.0008,1 
"17543","42","PA","Lititz, PA",45320,0.0035,1 
"17545","42","PA","Manheim, PA",22718,0.0017,1 
"17547","42","PA","Marietta, PA",8166,0.0006,1 
"17550","42","PA","Maytown, PA (PO boxes)",765,0.0001,1 
"17551","42","PA","Millersville, PA",11056,0.0009,1 
"17552","42","PA","Mount Joy, PA",20393,0.0016,1 
"17554","42","PA","Mountville, PA",8042,0.0006,1 
"17555","42","PA","Narvon, PA",7464,0.0006,1 
"17557","42","PA","New Holland, PA",14761,0.0011,1 
"17560","42","PA","New Providence, PA",5253,0.0004,1 
"17562","42","PA","Paradise, PA",4655,0.0004,1 
"17563","42","PA","Peach Bottom, PA",4016,0.0003,1 
"17565","42","PA","Pequea, PA",2646,0.0002,1 
"17566","42","PA","Quarryville, PA",12724,0.001,1 
"17568","42","PA","Refton, PA (PO boxes)",132,0,1 
"17569","42","PA","Reinholds, PA",6198,0.0005,1 
"17570","42","PA","Rheems, PA (PO boxes)",263,0,1 
"17572","42","PA","Ronks, PA",3972,0.0003,1 
"17576","42","PA","Smoketown, PA",145,0,1 
"17578","42","PA","Stevens, PA",6896,0.0005,1 
"17579","42","PA","Strasburg, PA",6662,0.0005,1 
"17581","42","PA","Terre Hill, PA",233,0,1 
"17582","42","PA","Washington Boro, PA",1948,0.0001,1 
"17584","42","PA","Willow Street, PA",10409,0.0008,1 
"17601","42","PA","Lancaster, PA",55710,0.0043,1 
"17602","42","PA","Lancaster, PA",52665,0.0041,1 
"17603","42","PA","Lancaster, PA",66739,0.0051,1 
"17606","42","PA","Lancaster, PA (PO boxes)",1183,0.0001,1 
"17701","42","PA","Williamsport, PA",43197,0.0033,1 
"17702","42","PA","Williamsport, PA",10378,0.0008,1 
"17720","42","PA","Antes Fort, PA (PO boxes)",251,0,1 
"17721","42","PA","Avis, PA (PO boxes)",1777,0.0001,1 
"17723","42","PA","Cammal, PA",40,0,1 
"17724","42","PA","Canton, PA",4711,0.0004,1 
"17727","42","PA","Cedar Run, PA",37,0,1 
"17728","42","PA","Cogan Station, PA",4935,0.0004,1 
"17729","42","PA","Cross Fork, PA",122,0,1 
"17730","42","PA","Dewart, PA (PO boxes)",198,0,1 
"17731","42","PA","Eagles Mere, PA (PO boxes)",239,0,1 
"17737","42","PA","Hughesville, PA",6292,0.0005,1 
"17739","42","PA","Jersey Mills, PA",39,0,1 
"17740","42","PA","Jersey Shore, PA",12371,0.001,1 
"17742","42","PA","Lairdsville, PA",45,0,1 
"17744","42","PA","Linden, PA",2891,0.0002,1 
"17745","42","PA","Lock Haven, PA",17096,0.0013,1 
"17747","42","PA","Loganton, PA",3219,0.0002,1 
"17748","42","PA","Mc Elhattan, PA (PO boxes)",377,0,1 
"17749","42","PA","Mc Ewensville, PA (PO boxes)",291,0,1 
"17750","42","PA","Mackeyville, PA (PO boxes)",119,0,1 
"17751","42","PA","Mill Hall, PA",7189,0.0006,1 
"17752","42","PA","Montgomery, PA",4885,0.0004,1 
"17754","42","PA","Montoursville, PA",12458,0.001,1 
"17756","42","PA","Muncy, PA",12458,0.001,1 
"17758","42","PA","Muncy Valley, PA",950,0.0001,1 
"17760","42","PA","North Bend, PA",616,0,1 
"17762","42","PA","Picture Rocks, PA (PO boxes)",459,0,1 
"17763","42","PA","Ralston, PA (PO boxes)",296,0,1 
"17764","42","PA","Renovo, PA",2097,0.0002,1 
"17765","42","PA","Roaring Branch, PA",1134,0.0001,1 
"17768","42","PA","Shunk, PA",305,0,1 
"17769","42","PA","Slate Run, PA",35,0,1 
"17771","42","PA","Trout Run, PA",3041,0.0002,1 
"17772","42","PA","Turbotville, PA",2433,0.0002,1 
"17774","42","PA","Unityville, PA",1060,0.0001,1 
"17776","42","PA","Waterville, PA",227,0,1 
"17777","42","PA","Watsontown, PA",6769,0.0005,1 
"17778","42","PA","Westport, PA",94,0,1 
"17779","42","PA","Woolrich, PA (PO boxes)",174,0,1 
"17801","42","PA","Sunbury, PA",16332,0.0013,1 
"17810","42","PA","Allenwood, PA",5270,0.0004,1 
"17812","42","PA","Beaver Springs, PA",1553,0.0001,1 
"17813","42","PA","Beavertown, PA",2046,0.0002,1 
"17814","42","PA","Benton, PA",4673,0.0004,1 
"17815","42","PA","Bloomsburg, PA",28936,0.0022,1 
"17820","42","PA","Catawissa, PA",5459,0.0004,1 
"17821","42","PA","Danville, PA",18663,0.0014,1 
"17822","42","PA","Danville, PA",27,0,1 
"17823","42","PA","Dornsife, PA",1225,0.0001,1 
"17824","42","PA","Elysburg, PA",3997,0.0003,1 
"17827","42","PA","Freeburg, PA",718,0.0001,1 
"17829","42","PA","Hartleton, PA (PO boxes)",193,0,1 
"17830","42","PA","Herndon, PA",2017,0.0002,1 
"17832","42","PA","Marion Heights, PA (PO boxes)",581,0,1 
"17834","42","PA","Kulpmont, PA",3411,0.0003,1 
"17835","42","PA","Laurelton, PA (PO boxes)",69,0,1 
"17836","42","PA","Leck Kill, PA",184,0,1 
"17837","42","PA","Lewisburg, PA",18734,0.0014,1 
"17840","42","PA","Locust Gap, PA",295,0,1 
"17841","42","PA","Mc Clure, PA",4497,0.0003,1 
"17842","42","PA","Middleburg, PA",8631,0.0007,1 
"17844","42","PA","Mifflinburg, PA",9996,0.0008,1 
"17845","42","PA","Millmont, PA",2207,0.0002,1 
"17846","42","PA","Millville, PA",3693,0.0003,1 
"17847","42","PA","Milton, PA",11703,0.0009,1 
"17850","42","PA","Montandon, PA (PO boxes)",595,0,1 
"17851","42","PA","Mount Carmel, PA",7256,0.0006,1 
"17853","42","PA","Mount Pleasant Mills, PA",3073,0.0002,1 
"17855","42","PA","New Berlin, PA",924,0.0001,1 
"17856","42","PA","New Columbia, PA",3473,0.0003,1 
"17857","42","PA","Northumberland, PA",7743,0.0006,1 
"17858","42","PA","Numidia, PA (PO boxes)",76,0,1 
"17859","42","PA","Orangeville, PA",2993,0.0002,1 
"17860","42","PA","Paxinos, PA",2172,0.0002,1 
"17861","42","PA","Paxtonville, PA (PO boxes)",216,0,1 
"17862","42","PA","Penns Creek, PA (PO boxes)",423,0,1 
"17864","42","PA","Port Trevorton, PA",2476,0.0002,1 
"17865","42","PA","Potts Grove, PA (PO boxes)",57,0,1 
"17866","42","PA","Coal Township, PA",10105,0.0008,1 
"17867","42","PA","Rebuck, PA",181,0,1 
"17868","42","PA","Riverside, PA (PO boxes)",774,0.0001,1 
"17870","42","PA","Selinsgrove, PA",14730,0.0011,1 
"17872","42","PA","Shamokin, PA",9223,0.0007,1 
"17876","42","PA","Shamokin Dam, PA",1688,0.0001,1 
"17878","42","PA","Stillwater, PA",1569,0.0001,1 
"17880","42","PA","Swengel, PA (PO boxes)",71,0,1 
"17881","42","PA","Trevorton, PA",1477,0.0001,1 
"17884","42","PA","Washingtonville, PA (PO boxes)",208,0,1 
"17885","42","PA","Weikert, PA (PO boxes)",221,0,1 
"17886","42","PA","West Milton, PA",777,0.0001,1 
"17887","42","PA","White Deer, PA (PO boxes)",305,0,1 
"17888","42","PA","Wilburton, PA",297,0,1 
"17889","42","PA","Winfield, PA",2979,0.0002,1 
"17901","42","PA","Pottsville, PA",22608,0.0017,1 
"17920","42","PA","Aristes, PA (PO boxes)",279,0,1 
"17921","42","PA","Ashland, PA",7038,0.0005,1 
"17922","42","PA","Auburn, PA",4814,0.0004,1 
"17923","42","PA","Branchdale, PA (PO boxes)",364,0,1 
"17925","42","PA","Brockton, PA",377,0,1 
"17929","42","PA","Cressona, PA",1611,0.0001,1 
"17930","42","PA","Cumbola, PA (PO boxes)",405,0,1 
"17931","42","PA","Frackville, PA",8796,0.0007,1 
"17933","42","PA","Friedensburg, PA (PO boxes)",140,0,1 
"17934","42","PA","Gilberton, PA",327,0,1 
"17935","42","PA","Girardville, PA",1528,0.0001,1 
"17936","42","PA","Gordon, PA (PO boxes)",768,0.0001,1 
"17938","42","PA","Hegins, PA",2379,0.0002,1 
"17941","42","PA","Klingerstown, PA",766,0.0001,1 
"17943","42","PA","Lavelle, PA (PO boxes)",158,0,1 
"17944","42","PA","Llewellyn, PA (PO boxes)",172,0,1 
"17945","42","PA","Locustdale, PA (PO boxes)",171,0,1 
"17946","42","PA","Lost Creek, PA (PO boxes)",292,0,1 
"17948","42","PA","Mahanoy City, PA",4258,0.0003,1 
"17949","42","PA","Mahanoy Plane, PA (PO boxes)",230,0,1 
"17951","42","PA","Mar Lin, PA (PO boxes)",299,0,1 
"17952","42","PA","Mary D, PA",245,0,1 
"17953","42","PA","Middleport, PA",435,0,1 
"17954","42","PA","Minersville, PA",4606,0.0004,1 
"17957","42","PA","Muir, PA",362,0,1 
"17959","42","PA","New Philadelphia, PA",1341,0.0001,1 
"17960","42","PA","New Ringgold, PA",3902,0.0003,1 
"17961","42","PA","Orwigsburg, PA",6659,0.0005,1 
"17963","42","PA","Pine Grove, PA",9013,0.0007,1 
"17964","42","PA","Pitman, PA",769,0.0001,1 
"17965","42","PA","Port Carbon, PA",1990,0.0002,1 
"17967","42","PA","Ringtown, PA",2364,0.0002,1 
"17968","42","PA","Sacramento, PA",370,0,1 
"17970","42","PA","Saint Clair, PA",2949,0.0002,1 
"17972","42","PA","Schuylkill Haven, PA",11994,0.0009,1 
"17974","42","PA","Seltzer, PA (PO boxes)",314,0,1 
"17976","42","PA","Shenandoah, PA",5933,0.0005,1 
"17978","42","PA","Spring Glen, PA",502,0,1 
"17979","42","PA","Summit Station, PA (PO boxes)",93,0,1 
"17980","42","PA","Tower City, PA",3246,0.0002,1 
"17981","42","PA","Tremont, PA",2652,0.0002,1 
"17982","42","PA","Tuscarora, PA",375,0,1 
"17983","42","PA","Valley View, PA",1521,0.0001,1 
"17985","42","PA","Zion Grove, PA",1299,0.0001,1 
"18011","42","PA","Alburtis, PA",5859,0.0005,1 
"18012","42","PA","Aquashicola, PA (PO boxes)",41,0,1 
"18013","42","PA","Bangor, PA",17436,0.0013,1 
"18014","42","PA","Bath, PA",11560,0.0009,1 
"18015","42","PA","Bethlehem, PA",33286,0.0026,1 
"18017","42","PA","Bethlehem, PA",39663,0.0031,1 
"18018","42","PA","Bethlehem, PA",32388,0.0025,1 
"18020","42","PA","Bethlehem, PA",20582,0.0016,1 
"18030","42","PA","Bowmanstown, PA (PO boxes)",487,0,1 
"18031","42","PA","Breinigsville, PA",11369,0.0009,1 
"18032","42","PA","Catasauqua, PA",9489,0.0007,1 
"18034","42","PA","Center Valley, PA",9271,0.0007,1 
"18035","42","PA","Cherryville, PA",195,0,1 
"18036","42","PA","Coopersburg, PA",14084,0.0011,1 
"18037","42","PA","Coplay, PA",7444,0.0006,1 
"18038","42","PA","Danielsville, PA",3180,0.0002,1 
"18040","42","PA","Easton, PA",16980,0.0013,1 
"18041","42","PA","East Greenville, PA",5632,0.0004,1 
"18042","42","PA","Easton, PA",44026,0.0034,1 
"18045","42","PA","Easton, PA",30317,0.0023,1 
"18046","42","PA","East Texas, PA (PO boxes)",66,0,1 
"18049","42","PA","Emmaus, PA",18440,0.0014,1 
"18051","42","PA","Fogelsville, PA",3343,0.0003,1 
"18052","42","PA","Whitehall, PA",29317,0.0023,1 
"18053","42","PA","Germansville, PA",2347,0.0002,1 
"18054","42","PA","Green Lane, PA",4615,0.0004,1 
"18055","42","PA","Hellertown, PA",12077,0.0009,1 
"18056","42","PA","Hereford, PA",951,0.0001,1 
"18058","42","PA","Kunkletown, PA",9655,0.0007,1 
"18059","42","PA","Laurys Station, PA",1158,0.0001,1 
"18062","42","PA","Macungie, PA",25802,0.002,1 
"18063","42","PA","Martins Creek, PA (PO boxes)",552,0,1 
"18064","42","PA","Nazareth, PA",27696,0.0021,1 
"18065","42","PA","Neffs, PA (PO boxes)",189,0,1 
"18066","42","PA","New Tripoli, PA",5834,0.0004,1 
"18067","42","PA","Northampton, PA",19800,0.0015,1 
"18069","42","PA","Orefield, PA",7863,0.0006,1 
"18070","42","PA","Palm, PA",875,0.0001,1 
"18071","42","PA","Palmerton, PA",10688,0.0008,1 
"18072","42","PA","Pen Argyl, PA",6734,0.0005,1 
"18073","42","PA","Pennsburg, PA",11028,0.0008,1 
"18074","42","PA","Perkiomenville, PA",5534,0.0004,1 
"18076","42","PA","Red Hill, PA",2868,0.0002,1 
"18077","42","PA","Riegelsville, PA",2403,0.0002,1 
"18078","42","PA","Schnecksville, PA",6996,0.0005,1 
"18079","42","PA","Slatedale, PA (PO boxes)",415,0,1 
"18080","42","PA","Slatington, PA",11454,0.0009,1 
"18081","42","PA","Springtown, PA (PO boxes)",316,0,1 
"18083","42","PA","Stockertown, PA (PO boxes)",679,0.0001,1 
"18085","42","PA","Tatamy, PA (PO boxes)",1042,0.0001,1 
"18086","42","PA","Treichlers, PA (PO boxes)",224,0,1 
"18087","42","PA","Trexlertown, PA",747,0.0001,1 
"18088","42","PA","Walnutport, PA",8603,0.0007,1 
"18091","42","PA","Wind Gap, PA",5767,0.0004,1 
"18092","42","PA","Zionsville, PA",3297,0.0003,1 
"18101","42","PA","Allentown, PA",5108,0.0004,1 
"18102","42","PA","Allentown, PA",51567,0.004,1 
"18103","42","PA","Allentown, PA",48358,0.0037,1 
"18104","42","PA","Allentown, PA",47289,0.0036,1 
"18106","42","PA","Allentown, PA",7477,0.0006,1 
"18109","42","PA","Allentown, PA",18915,0.0015,1 
"18201","42","PA","Hazleton, PA",31310,0.0024,1 
"18202","42","PA","Hazleton, PA",13894,0.0011,1 
"18210","42","PA","Albrightsville, PA",8787,0.0007,1 
"18211","42","PA","Andreas, PA",1283,0.0001,1 
"18212","42","PA","Ashfield, PA (PO boxes)",42,0,1 
"18214","42","PA","Barnesville, PA",2097,0.0002,1 
"18216","42","PA","Beaver Meadows, PA",1270,0.0001,1 
"18218","42","PA","Coaldale, PA",2426,0.0002,1 
"18219","42","PA","Conyngham, PA (PO boxes)",1331,0.0001,1 
"18220","42","PA","Delano, PA (PO boxes)",351,0,1 
"18221","42","PA","Drifton, PA (PO boxes)",314,0,1 
"18222","42","PA","Drums, PA",9114,0.0007,1 
"18223","42","PA","Ebervale, PA (PO boxes)",74,0,1 
"18224","42","PA","Freeland, PA",6377,0.0005,1 
"18225","42","PA","Harleigh, PA (PO boxes)",113,0,1 
"18229","42","PA","Jim Thorpe, PA",8322,0.0006,1 
"18230","42","PA","Junedale, PA (PO boxes)",112,0,1 
"18231","42","PA","Kelayres, PA (PO boxes)",497,0,1 
"18232","42","PA","Lansford, PA",4222,0.0003,1 
"18234","42","PA","Lattimer Mines, PA (PO boxes)",411,0,1 
"18235","42","PA","Lehighton, PA",19139,0.0015,1 
"18237","42","PA","Mcadoo, PA",3463,0.0003,1 
"18239","42","PA","Milnesville, PA (PO boxes)",137,0,1 
"18240","42","PA","Nesquehoning, PA",3838,0.0003,1 
"18241","42","PA","Nuremberg, PA",439,0,1 
"18242","42","PA","Oneida, PA (PO boxes)",248,0,1 
"18244","42","PA","Parryville, PA (PO boxes)",316,0,1 
"18245","42","PA","Quakake, PA (PO boxes)",364,0,1 
"18246","42","PA","Rock Glen, PA (PO boxes)",154,0,1 
"18248","42","PA","Sheppton, PA (PO boxes)",509,0,1 
"18249","42","PA","Sugarloaf, PA",4151,0.0003,1 
"18250","42","PA","Summit Hill, PA",3046,0.0002,1 
"18252","42","PA","Tamaqua, PA",11016,0.0008,1 
"18254","42","PA","Tresckow, PA (PO boxes)",832,0.0001,1 
"18255","42","PA","Weatherly, PA",4337,0.0003,1 
"18256","42","PA","Weston, PA (PO boxes)",241,0,1 
"18301","42","PA","East Stroudsburg, PA",29184,0.0022,1 
"18302","42","PA","East Stroudsburg, PA",17685,0.0014,1 
"18321","42","PA","Bartonsville, PA",1866,0.0001,1 
"18322","42","PA","Brodheadsville, PA",2511,0.0002,1 
"18323","42","PA","Buck Hill Falls, PA (PO boxes)",349,0,1 
"18324","42","PA","Bushkill, PA",9739,0.0007,1 
"18325","42","PA","Canadensis, PA",2284,0.0002,1 
"18326","42","PA","Cresco, PA",4291,0.0003,1 
"18327","42","PA","Delaware Water Gap, PA (PO boxes)",641,0,1 
"18328","42","PA","Dingmans Ferry, PA",8080,0.0006,1 
"18330","42","PA","Effort, PA",8351,0.0006,1 
"18331","42","PA","Gilbert, PA",562,0,1 
"18332","42","PA","Henryville, PA",2843,0.0002,1 
"18333","42","PA","Kresgeville, PA",212,0,1 
"18334","42","PA","Long Pond, PA",4312,0.0003,1 
"18335","42","PA","Marshalls Creek, PA (PO boxes)",1241,0.0001,1 
"18336","42","PA","Matamoras, PA",3707,0.0003,1 
"18337","42","PA","Milford, PA",15519,0.0012,1 
"18340","42","PA","Millrift, PA (PO boxes)",157,0,1 
"18342","42","PA","Mountainhome, PA (PO boxes)",490,0,1 
"18343","42","PA","Mount Bethel, PA",3819,0.0003,1 
"18344","42","PA","Mount Pocono, PA",3497,0.0003,1 
"18346","42","PA","Pocono Summit, PA",2711,0.0002,1 
"18347","42","PA","Pocono Lake, PA",3283,0.0003,1 
"18349","42","PA","Pocono Manor, PA (PO boxes)",139,0,1 
"18350","42","PA","Pocono Pines, PA",1837,0.0001,1 
"18351","42","PA","Portland, PA (PO boxes)",494,0,1 
"18353","42","PA","Saylorsburg, PA",11992,0.0009,1 
"18354","42","PA","Sciota, PA",1103,0.0001,1 
"18355","42","PA","Scotrun, PA",1514,0.0001,1 
"18356","42","PA","Shawnee On Delaware, PA (PO boxes)",179,0,1 
"18357","42","PA","Skytop, PA (PO boxes)",120,0,1 
"18360","42","PA","Stroudsburg, PA",29079,0.0022,1 
"18370","42","PA","Swiftwater, PA",829,0.0001,1 
"18371","42","PA","Tamiment, PA",894,0.0001,1 
"18372","42","PA","Tannersville, PA",2673,0.0002,1 
"18403","42","PA","Archbald, PA",7369,0.0006,1 
"18405","42","PA","Beach Lake, PA",2353,0.0002,1 
"18407","42","PA","Carbondale, PA",14047,0.0011,1 
"18411","42","PA","Clarks Summit, PA",22851,0.0018,1 
"18413","42","PA","Clifford, PA (PO boxes)",25,0,1 
"18414","42","PA","Dalton, PA",5194,0.0004,1 
"18415","42","PA","Damascus, PA",1247,0.0001,1 
"18417","42","PA","Equinunk, PA",1041,0.0001,1 
"18419","42","PA","Factoryville, PA",4556,0.0004,1 
"18420","42","PA","Fleetville, PA (PO boxes)",169,0,1 
"18421","42","PA","Forest City, PA",4573,0.0004,1 
"18424","42","PA","Gouldsboro, PA",5598,0.0004,1 
"18425","42","PA","Greeley, PA",1263,0.0001,1 
"18426","42","PA","Greentown, PA",3883,0.0003,1 
"18428","42","PA","Hawley, PA",12314,0.0009,1 
"18430","42","PA","Herrick Center, PA",70,0,1 
"18431","42","PA","Honesdale, PA",12602,0.001,1 
"18433","42","PA","Jermyn, PA",6416,0.0005,1 
"18434","42","PA","Jessup, PA",4093,0.0003,1 
"18435","42","PA","Lackawaxen, PA",1055,0.0001,1 
"18436","42","PA","Lake Ariel, PA",13576,0.001,1 
"18437","42","PA","Lake Como, PA",168,0,1 
"18438","42","PA","Lakeville, PA",1186,0.0001,1 
"18439","42","PA","Lakewood, PA",474,0,1 
"18440","42","PA","La Plume, PA (PO boxes)",56,0,1 
